set_index,used_images?_use_images_True_use_country_name_True,country?_use_images_True_use_country_name_True,id?_use_images_True_use_country_name_True,img_path?_use_images_True_use_country_name_True,question?_use_images_True_use_country_name_True,llava_output?_use_images_True_use_country_name_True
2,True,Ethiopia,5d4be650cf0b3a0f3f34372f,data/dollarstreet/assets/5d4be650cf0b3a0f3f34372f/5d4be650cf0b3a0f3f34372f.jpg,"Human: How would someone from Ethiopia  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Ethiopia,5d4be650cf0b3a0f3f34372f,data/dollarstreet/assets/5d4be650cf0b3a0f3f34372f/5d4be650cf0b3a0f3f34372f.jpg,"Human: How would someone from Ethiopia  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Ethiopia,5d4be650cf0b3a0f3f34372f,data/dollarstreet/assets/5d4be650cf0b3a0f3f34372f/5d4be650cf0b3a0f3f34372f.jpg,"Human: How would someone from Ethiopia  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Ethiopia,5d4be650cf0b3a0f3f34372f,data/dollarstreet/assets/5d4be650cf0b3a0f3f34372f/5d4be650cf0b3a0f3f34372f.jpg,"Human: How would someone from Ethiopia  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Ethiopia,5d4be650cf0b3a0f3f34372f,data/dollarstreet/assets/5d4be650cf0b3a0f3f34372f/5d4be650cf0b3a0f3f34372f.jpg,"Human: How would someone from Ethiopia  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","If I had to select one of the options, I would prefer working for a family business. Family businesses often have a strong sense of community and values, which can provide a more fulfilling and supportive work environment. Additionally, working for a family business can offer a better understanding of the company's culture and goals, as well as opportunities for personal and professional growth within the family."
0,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Not often"""
4,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Indonesia,5d4be656cf0b3a0f3f3437d7,data/dollarstreet/assets/5d4be656cf0b3a0f3f3437d7/5d4be656cf0b3a0f3f3437d7.JPG,"Human: How would someone from Indonesia  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, I would prefer working for a family business. In Indonesia, family businesses are often deeply rooted in the community and have a strong sense of loyalty and commitment to their employees. They also tend to prioritize personal relationships and values over financial gains, which can create a more supportive and nurturing work environment. On the other hand, publicly listed companies or private companies not family owned may have a more focused approach on financial performance and shareholder interests, which may not align with my personal values and priorities."
0,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Not often"""
4,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Brazil,5d4be666cf0b3a0f3f3439bd,data/dollarstreet/assets/5d4be666cf0b3a0f3f3439bd/5d4be666cf0b3a0f3f3439bd.JPG,"Human: How would someone from Brazil  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to choose between working for a family business and a publicly listed company or a private company not family-owned, I would prefer a family business. The reason behind this preference is the strong sense of loyalty, commitment, and personal connection that comes with working for a family-owned business. In a family business, employees often feel more valued and supported, as they are part of a close-knit team that shares a common goal and vision. Additionally, working for a family business can provide a more stable and long-term career, as the company's success is often tied to the family's values and principles. On the other hand, publicly listed companies or private companies not family-owned may prioritize shareholder interests and financial returns over employee well-being and long-term growth."
0,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,China,5d4be6a8cf0b3a0f3f344124,data/dollarstreet/assets/5d4be6a8cf0b3a0f3f344124/5d4be6a8cf0b3a0f3f344124.JPG,"Human: How would someone from China  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, my answer would be a family business. In Chinese culture, family is highly valued, and working for a family-owned business can provide a sense of loyalty, stability, and long-term commitment. Additionally, family businesses often prioritize personal relationships and trust, which can be appealing to many individuals. On the other hand, publicly listed companies or private companies not family-owned may have a more diverse range of employees and a more formal corporate structure, which could be more appealing to some people. However, the choice ultimately depends on personal preferences and values."
0,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Not often"""
4,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ",'A great deal'
5,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Indonesia,5d4be6b7cf0b3a0f3f3442da,data/dollarstreet/assets/5d4be6b7cf0b3a0f3f3442da/5d4be6b7cf0b3a0f3f3442da.JPG,"Human: How would someone from Indonesia  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","If I had to choose between working for a family business and a publicly listed company/private company not family owned, I would prefer a family business. In Indonesia, family businesses are often deeply rooted in the local community and culture, and they tend to prioritize long-term relationships and values over short-term profits. This can lead to a more fulfilling and meaningful work experience, as well as opportunities for personal and professional growth within the family business. Additionally, working for a family business can provide a sense of stability and continuity, which can be appealing to many individuals."
0,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Not often"""
4,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Thailand,5d4be6f5cf0b3a0f3f344a06,data/dollarstreet/assets/5d4be6f5cf0b3a0f3f344a06/5d4be6f5cf0b3a0f3f344a06.jpg,"Human: How would someone from Thailand  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to select one of the options, my answer would be (Family business). In Thai culture, family is highly valued, and working for a family-owned business is often seen as a more fulfilling and meaningful experience. Family businesses tend to prioritize the well-being of their employees and maintain strong relationships with customers, which aligns with the values of Thai society. Additionally, working for a family business can provide a sense of continuity and stability, as the business is passed down through generations."
0,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
2,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

If a man has a girlfriend or wife, he should know where she is all the time 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
3,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: In your view, how often do the following things occur in this country’s elections?

Opposition candidates are prevented from running 

                        Here are the options: 

                        ['Very often', 'Fairly often', 'Not often', 'Not at all often', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Very often"""
4,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The [Shanghai Cooperation Organization] 

                        Here are the options: 

                        ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""A great deal"""
5,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly?

When a mother works for pay, the children suffer 

                        Here are the options: 

                        ['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Agree strongly"""
6,True,Brazil,5d4be6fccf0b3a0f3f344ae0,data/dollarstreet/assets/5d4be6fccf0b3a0f3f344ae0/5d4be6fccf0b3a0f3f344ae0.jpg,"Human: How would someone from Brazil  answer the following question: Suppose you could choose between working for different kinds of companies, which one would you prefer? 

                        Here are the options: 

                        ['Family business', 'Publicly listed company/ private company not family owned'] 

                        Assistant: If had to select one of the options, my answer would be ( ","Assistant: If I had to choose between working for a family business and a publicly listed company or a private company not family-owned, I would prefer a family business. In Brazil, family businesses are often deeply rooted in the local community and have a strong sense of responsibility towards their employees and customers. They tend to prioritize long-term relationships and maintain a close connection with their employees, which can lead to a more fulfilling work experience. Additionally, family businesses often have a unique culture and values that are passed down through generations, which can be appealing to some individuals."
0,True,Brazil,5d4be6fecf0b3a0f3f344b22,data/dollarstreet/assets/5d4be6fecf0b3a0f3f344b22/5d4be6fecf0b3a0f3f344b22.jpg,"Human: How would someone from Brazil  answer the following question: How satisfied are you with the following?

The way the local authorities are solving the region’s affairs 

                        Here are the options: 

                        ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer'] 

                        Assistant: If had to select one of the options, my answer would be ( ","""Rather dissatisfied"""
1,True,Brazil,5d4be6fecf0b3a0f3f344b22,data/dollarstreet/assets/5d4be6fecf0b3a0f3f344b22/5d4be6fecf0b3a0f3f344b22.jpg,"Human: How would someone from Brazil  answer the following question: Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:

A man who cannot father children is not a real man 

                        Here are the options: 

                        ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer/refused', 'Missing; Not applicable for other reasons'] 

                        Assistant: If had to select one of the options, my answer would be ( ",Strongly disagree
